,City,Lat,Lng,Maxtemp,Humidity,Cloudiness,Wind Speed,Country,Date
354,Utinga,-5.8172,-35.3954,88.2,66,75,14.97,BR,1651330050
355,Hofn,64.2539,-15.2082,47.53,75,10,11.59,IS,1651329934
356,Gizo Government Station,-8.103,156.8419,82.92,71,29,3.8,SB,1651330051
357,Phan Thiet,10.9333,108.1,79.36,85,99,4.76,VN,1651330052
358,Mae Hong Son,19.3003,97.9685,73.8,86,84,1.83,TH,1651330052
359,Sattahip,12.6664,100.9007,86.09,70,20,2.3,TH,1651330053
360,Arona,28.0996,-16.681,70.7,51,20,18.41,ES,1651330053
361,Brigantine,39.4101,-74.3646,62.2,31,0,9.22,US,1651330054
362,Pandan,14.0453,124.1694,79.65,86,77,7.07,PH,1651330054
363,Teculután,14.9833,-89.7167,80.35,65,100,0.0,GT,1651330054
364,Vila Franca do Campo,37.7167,-25.4333,66.61,70,2,8.34,PT,1651330055
365,Arima,10.6333,-61.2833,85.75,70,40,12.66,TT,1651329807
366,Bagdarin,54.4333,113.6,31.93,94,61,3.36,RU,1651330056
367,Pedro II,-4.4247,-41.4586,82.8,54,63,4.7,BR,1651330056
368,Muncie,40.1934,-85.3864,62.65,75,75,15.01,US,1651330057
369,Placer,39.0666,-120.7677,54.01,65,76,1.59,US,1651330057
370,Boali,4.8005,18.1275,93.22,37,59,3.49,CF,1651330058
371,Kutum,14.2,24.6667,95.95,6,15,16.24,SD,1651330058
372,Taksimo,56.3444,114.8794,37.65,98,100,2.98,RU,1651329840
373,Antalaha,-14.9003,50.2788,76.3,86,46,9.33,MG,1651330059
374,San Quintín,30.4833,-115.95,60.21,76,67,6.55,MX,1651330059
375,Touros,-5.1989,-35.4608,85.87,64,79,16.15,BR,1651330060
376,Suzun,53.7841,82.3116,62.71,39,12,5.99,RU,1651330060
377,Anadyr,64.75,177.4833,30.7,80,40,4.47,RU,1651329895
378,Chancay,-11.5714,-77.2672,69.73,77,85,6.15,PE,1651330061
379,Shumikha,55.2261,63.2961,47.35,43,100,9.08,RU,1651330061
380,Senador Canedo,-16.7081,-49.0931,81.73,44,0,8.05,BR,1651330062
381,San Jose,37.3394,-121.895,60.28,72,20,1.01,US,1651329926
382,Ürümqi,43.801,87.6005,70.75,14,0,22.37,CN,1651330062
383,Kaka,37.3482,59.6143,81.37,30,100,14.16,TM,1651330063
384,LaBelle,26.7617,-81.4384,80.67,72,69,15.61,US,1651329763
385,Faya,18.3851,42.4509,73.51,38,12,5.88,SA,1651330064
386,Butajīra,8.1167,38.3667,70.21,50,73,7.74,ET,1651330064
387,Pitimbu,-7.4706,-34.8086,86.59,66,72,12.48,BR,1651330064
388,Avera,33.194,-82.5271,73.38,56,87,7.36,US,1651330065
389,Narsaq,60.9167,-46.05,50.22,56,40,4.25,GL,1651329877
390,Bandarbeyla,9.4942,50.8122,84.99,72,11,10.33,SO,1651330066
391,Dikson,73.5069,80.5464,17.47,93,100,17.36,RU,1651330066
392,Lerwick,60.1545,-1.1494,44.6,72,100,12.5,GB,1651330067
393,Kathmandu,27.7167,85.3167,66.42,82,75,2.3,NP,1651329902
394,Faanui,-16.4833,-151.75,80.22,75,15,16.75,PF,1651330067
395,Katherine,-14.4667,132.2667,88.12,40,100,8.05,AU,1651329940
396,Naze,28.3667,129.4833,65.32,77,45,7.99,JP,1651330068
397,Linares,-35.85,-71.6,54.43,61,0,4.99,CL,1651329992
398,Madang,-5.2246,145.7966,76.68,90,84,3.29,PG,1651330069
399,Camacha,33.0833,-16.3333,65.62,68,40,13.8,PT,1651329888
400,Nueva Helvecia,-34.3,-57.2333,57.6,57,100,2.55,UY,1651330069
401,Los Llanos de Aridane,28.6585,-17.9182,68.13,76,0,13.8,ES,1651330070
402,High Level,58.5169,-117.136,32.11,80,100,6.91,CA,1651329923
403,Manokwari,-0.8667,134.0833,79.27,81,100,4.5,ID,1651330033
404,Preobrazheniye,42.9019,133.9064,38.07,96,100,4.05,RU,1651330071
405,Mossendjo,-2.9506,12.7261,73.18,89,100,2.82,CG,1651330071
406,Oga,46.4631,10.347,48.96,99,100,4.88,IT,1651330072
407,Jiwani,25.05,61.7417,88.27,61,1,23.24,PK,1651330072
408,Bathsheba,13.2167,-59.5167,84.81,74,40,16.11,BB,1651330073
409,Flinders,-34.5833,150.8552,58.28,71,25,1.99,AU,1651329828
410,Saint George,37.1041,-113.5841,59.43,25,0,8.05,US,1651329781
411,Calabozo,8.9242,-67.4293,78.78,80,100,4.81,VE,1651330074
412,Kuril'sk,45.2333,147.8833,32.34,84,98,15.9,RU,1651330074
413,Raška,43.2872,20.6153,64.04,55,54,3.67,RS,1651330075
414,Kanhangad,12.3081,75.1063,84.54,77,100,7.16,IN,1651330075
415,Moerai,-22.4333,-151.3333,78.58,71,81,15.55,PF,1651329810
416,Sonāri,27.0667,95.0333,72.97,76,100,2.59,IN,1651330076
417,Adelaide,-34.9333,138.6,62.08,74,40,8.05,AU,1651329937
418,Wanaka,-44.7,169.15,51.96,86,100,8.14,NZ,1651330077
419,Matagami,49.7502,-77.6328,42.91,31,0,3.44,CA,1651330054
420,Nemuro,43.3236,145.575,37.0,64,1,9.66,JP,1651330077
421,Namie,37.4833,141.0,48.72,73,100,9.15,JP,1651330078
422,Batagay,67.6333,134.6333,13.96,93,11,6.04,RU,1651330078
423,Manicoré,-5.8092,-61.3003,87.71,60,61,3.22,BR,1651330079
424,Natá,8.3333,-80.5167,84.07,64,99,0.56,PA,1651330079
425,Shaowu,27.3409,117.4831,59.22,98,100,3.87,CN,1651330080
426,Hamilton,39.1834,-84.5333,63.75,79,40,13.8,US,1651330081
427,Pauini,-7.7136,-66.9764,88.9,55,16,2.71,BR,1651330081
428,Ghanzi,-21.5667,21.7833,71.37,43,93,10.76,BW,1651330082
429,Antón Lizardo,19.05,-95.9833,82.22,71,92,5.23,MX,1651330082
430,Koumac,-20.5667,164.2833,73.24,83,24,4.83,NC,1651330083
431,Vilcún,-38.65,-72.2333,34.54,62,2,3.51,CL,1651330083
432,Haines Junction,60.7522,-137.5108,28.35,86,82,0.0,CA,1651329857
433,Eyl,7.9803,49.8164,85.24,71,60,11.72,SO,1651330084
434,Hohhot,40.8106,111.6522,48.49,17,0,2.24,CN,1651330084
435,Colombo,6.9319,79.8478,85.95,81,22,9.46,LK,1651330053
436,Ojinaga,29.5667,-104.4167,79.57,15,0,3.44,MX,1651329912
437,Dakar,14.6937,-17.4441,90.48,73,0,11.5,SN,1651330085
438,Boyabat,41.4689,34.7667,63.79,61,100,11.79,TR,1651330086
439,Derzhavīnsk,51.1,66.3167,70.43,34,98,5.32,KZ,1651330086
440,Waipawa,-41.4122,175.5153,44.76,87,0,6.02,NZ,1651330087
441,Pumiao,22.75,108.4833,68.4,84,100,13.58,CN,1651330087
442,Bosaso,11.2842,49.1816,85.98,89,0,12.66,SO,1651330088
443,Akriní,40.4333,21.9,62.22,48,99,5.75,GR,1651330089
444,Coquimbo,-29.9533,-71.3436,60.53,77,40,4.61,CL,1651330089
445,Conde,-7.2597,-34.9075,85.46,66,75,13.8,BR,1651330090
446,Kovūr,14.4833,79.9833,84.67,74,0,15.12,IN,1651330090
447,Tezu,27.9167,96.1667,72.93,71,100,3.09,IN,1651330091
448,Cravo Norte,6.3017,-70.2041,73.89,93,100,7.27,CO,1651330091
449,Banda Aceh,5.5577,95.3222,82.42,79,100,6.35,ID,1651330091
450,Kamenka,51.3223,42.7678,53.94,45,98,7.36,RU,1651330092
451,Sovetskiy,61.3614,63.5842,36.95,60,29,6.62,RU,1651330092
452,Sitka,57.0531,-135.33,37.29,81,0,3.44,US,1651330093
453,Ciudad Bolivar,8.1222,-63.5497,90.88,42,100,11.39,VE,1651330093
454,Manacapuru,-3.2997,-60.6206,78.62,81,100,4.23,BR,1651330094
455,Leningradskiy,69.3833,178.4167,3.58,98,96,5.99,RU,1651329841
456,Rantauprapat,2.1,99.8333,75.67,97,93,2.57,ID,1651330095
457,Vieques,18.425,-65.8329,76.08,94,100,5.75,PR,1651330095
458,Watrous,51.6668,-105.4679,46.18,71,100,11.5,CA,1651330096
459,Tromsø,69.6496,18.957,37.38,80,75,9.22,NO,1651330096
460,Sur,22.5667,59.5289,90.5,50,67,14.34,OM,1651330097
461,Qaqortoq,60.7167,-46.0333,43.66,69,50,6.71,GL,1651330097
462,Pampa,35.5362,-100.9599,59.04,38,0,21.85,US,1651330098
463,Bay Roberts,47.5999,-53.2648,43.52,86,100,5.99,CA,1651330098
464,Aksu,41.1231,80.2644,68.0,23,99,5.41,CN,1651330100
465,Concepción,-36.827,-73.0498,48.0,71,0,5.75,CL,1651330100
466,Katsuura,35.1333,140.3,52.95,66,41,8.66,JP,1651330101
467,Moranbah,-22.0016,148.0466,68.76,82,53,6.91,AU,1651330101
468,Aiquile,-18.2041,-65.1807,66.96,56,61,5.08,BO,1651330102
469,Grand Gaube,-20.0064,57.6608,77.4,74,33,1.99,MU,1651329814
470,Yarmouth,41.7057,-70.2286,52.97,64,40,21.0,US,1651330102
471,Sechura,-5.5569,-80.8222,73.62,65,99,11.34,PE,1651330103
472,Philadelphia,39.9523,-75.1638,60.62,24,20,10.36,US,1651329971
473,Nouadhibou,20.931,-17.0347,75.18,53,100,14.97,MR,1651330104
474,Karakol,42.4907,78.3936,53.15,46,72,6.46,KG,1651330104
475,Rio Claro,-22.4114,-47.5614,85.39,56,58,7.09,BR,1651330105
476,Cayenne,4.9333,-52.3333,86.04,7,75,11.5,GF,1651330105
477,Korla,41.7597,86.1469,64.63,24,0,6.78,CN,1651330106
478,Selikhino,50.3672,137.4996,30.61,85,15,4.7,RU,1651330106
479,Balingasay,16.3573,119.8564,83.41,75,91,3.8,PH,1651330107
480,Omsukchan,62.5333,155.8,13.42,98,100,3.09,RU,1651330107
481,Sāveh,35.0213,50.3566,77.45,28,64,5.26,IR,1651330108
482,Eskişehir,39.7767,30.5206,57.07,83,75,13.8,TR,1651330108
483,Praia,14.9215,-23.5087,79.34,50,20,18.41,CV,1651330109
484,Oistins,13.0667,-59.5333,84.29,74,40,16.11,BB,1651330109
485,Mana,5.6592,-53.7767,83.68,63,43,12.33,GF,1651330110
486,Davila,18.4726,120.5763,83.19,80,86,4.76,PH,1651330110
487,Chico,39.7285,-121.8375,61.05,50,20,5.75,US,1651329961
488,Evensk,61.95,159.2333,30.16,72,28,9.26,RU,1651329832
489,Nyköping,58.753,17.0079,52.09,54,75,8.05,SE,1651330111
490,Ust'-Ishim,57.6935,71.1665,39.18,50,73,4.63,RU,1651330112
491,Bairiki Village,1.3292,172.9752,80.6,83,75,3.44,KI,1651330112
492,Port-Cartier,50.0334,-66.8654,43.75,85,99,10.8,CA,1651330113
493,Tarakan,3.3,117.6333,81.64,79,93,4.5,ID,1651330113
494,Swellendam,-34.0226,20.4417,70.23,34,23,4.61,ZA,1651330114
495,Acarí,-15.4311,-74.6158,76.05,62,68,6.71,PE,1651330114
496,Ryōtsu-minato,38.0833,138.4333,49.19,69,100,2.66,JP,1651330115
497,Opuwo,-18.0607,13.84,81.45,32,64,3.96,NA,1651330115
498,Krasnosel'kup,65.7,82.4667,17.24,87,60,10.51,RU,1651330115
499,Kiryat Gat,31.61,34.7642,72.81,100,0,16.71,IL,1651330116
500,Camaná,-16.6228,-72.7111,70.5,69,72,9.13,PE,1651330116
501,Chabahar,25.2919,60.643,88.54,60,27,14.76,IR,1651330117
502,Sint-Lievens-Houtem,50.9329,3.8809,56.68,55,93,10.45,BE,1651330117
503,Nouakchott,18.0858,-15.9785,91.33,40,4,14.85,MR,1651330118
504,Nizhniy Kuranakh,58.8353,125.4869,25.34,85,11,3.78,RU,1651330119
505,Talnakh,69.4865,88.3972,20.21,95,90,6.89,RU,1651330119
506,Vardø,70.3705,31.1107,30.02,64,100,16.58,NO,1651330120
507,Nurota,40.5614,65.6886,77.81,26,72,7.85,UZ,1651330120
508,Point Pedro,9.8167,80.2333,84.92,80,60,16.31,LK,1651330120
509,Berezovyy,51.6667,135.7,26.47,95,99,3.42,RU,1651330121
510,Santa Isabel,-23.3156,-46.2214,69.51,96,100,5.66,BR,1651330121
511,Yulara,-25.2406,130.9889,64.24,59,100,10.36,AU,1651330122
512,Alpena,45.0617,-83.4327,53.85,56,0,11.5,US,1651330122
513,Kungurtug,50.5994,97.5228,43.75,60,100,2.48,RU,1651330123
514,Batticaloa,7.7102,81.6924,83.98,78,68,10.98,LK,1651330123
515,Brawley,32.9787,-115.5303,76.6,36,0,3.44,US,1651330124
516,Alofi,-19.0595,-169.9187,76.89,94,98,3.44,NU,1651330124
517,Teya,60.3778,92.6267,35.2,99,100,2.37,RU,1651330125
518,Dingle,10.9995,122.6711,78.19,82,93,5.82,PH,1651330125
519,Morshansk,53.4435,41.8107,47.26,48,85,10.49,RU,1651330126
520,Severodvinsk,64.5635,39.8302,35.71,80,98,4.68,RU,1651330126
521,Konstantinovsk,47.5828,41.0922,59.27,62,100,8.7,RU,1651330127
522,Vágur,61.4732,-6.8119,45.23,90,100,12.01,FO,1651330127
523,Jalu,29.0331,21.5482,91.0,13,2,5.32,LY,1651330128
524,Ust-Tsilma,65.441,52.1498,32.0,72,100,7.61,RU,1651330128
525,Kunya,12.2233,8.5325,103.5,14,84,2.93,NG,1651330129
526,Kavaratti,10.5669,72.642,85.93,72,99,11.23,IN,1651329936
527,Tual,-5.6667,132.75,84.87,73,14,13.94,ID,1651330130
528,Mokhotlong,-29.2894,29.0675,53.08,49,5,7.29,LS,1651330130
529,Bo Rai,12.5728,102.5371,77.68,91,28,1.59,TH,1651330130
530,Kavieng,-2.5744,150.7967,82.02,73,97,1.72,PG,1651330131
531,Santa Maria,-29.6842,-53.8069,61.9,72,75,11.5,BR,1651330131
532,Longyearbyen,78.2186,15.6401,15.64,57,0,3.44,SJ,1651330132
533,‘Āhuimanu,21.4447,-157.8378,74.91,77,75,13.8,US,1651329931
534,Samarai,-10.6167,150.6667,80.8,79,47,5.73,PG,1651330133
535,Alugan,12.2188,125.4808,80.44,84,99,8.32,PH,1651330133
536,Waingapu,-9.6567,120.2641,78.66,85,100,6.13,ID,1651330133
537,Zabul Province,32.25,67.25,77.43,12,0,13.58,AF,1651330134
538,Yūbari,43.0378,141.9578,41.94,78,100,2.48,JP,1651330135
539,Beringovskiy,63.05,179.3167,24.89,96,100,13.44,RU,1651329990
540,Pemba,-12.974,40.5178,83.1,65,20,10.36,MZ,1651330135
541,Arrondissement de Saint-Gaudens,43.0833,0.6667,66.02,69,82,6.76,FR,1651330136
542,Redlands,34.0556,-117.1825,77.94,50,0,0.0,US,1651330136
543,Vaitape,-16.5167,-151.75,80.19,75,16,16.82,PF,1651330137
544,Half Moon Bay,37.4636,-122.4286,57.06,84,75,14.97,US,1651329921
545,Hailey,43.5196,-114.3153,40.8,63,0,5.99,US,1651330137
546,Baruun-Urt,46.6806,113.2792,46.15,68,96,16.42,MN,1651330138
547,Weinan,34.5036,109.5089,55.83,26,100,3.89,CN,1651330138
548,Cochrane,51.1834,-114.4687,38.39,80,100,3.44,CA,1651330139
549,Bonga,7.2833,36.2333,64.87,98,91,0.74,ET,1651330139
550,Knysna,-34.0363,23.0471,63.39,70,1,7.31,ZA,1651330140
551,Viedma,-40.8135,-62.9967,54.46,34,100,16.96,AR,1651330140
552,Kimbe,-5.5502,150.1429,75.36,93,98,2.91,PG,1651330141
553,Birao,10.2849,22.7882,103.39,14,100,4.47,CF,1651330141
554,Río Gallegos,-51.6226,-69.2181,33.85,64,0,3.44,AR,1651329909
555,Salym,60.0625,71.4789,34.41,63,80,2.06,RU,1651330142
556,Cuajinicuilapa,16.4667,-98.4167,87.84,45,9,1.54,MX,1651330143
557,Tilichiki,60.4667,166.1,18.9,95,39,8.25,RU,1651330144
558,Eirunepé,-6.6603,-69.8736,85.75,63,94,1.36,BR,1651330144
559,Axum,14.1245,38.7244,80.11,23,24,14.27,ET,1651330145
560,Emet,39.343,29.2585,57.54,71,99,10.36,TR,1651330145
561,Vitim,59.4511,112.5578,38.03,99,100,4.76,RU,1651330146
562,Flin Flon,54.7682,-101.865,40.84,75,75,4.61,CA,1651329871
563,Krasnoarmeyskoye,52.7182,50.0322,55.17,53,73,6.2,RU,1651330146
564,Rurrenabaque,-14.4413,-67.5278,81.23,65,85,3.67,BO,1651330147
565,Vestmannaeyjar,63.4427,-20.2734,47.39,76,100,16.11,IS,1651329903
566,Sapele,5.8941,5.6767,83.88,72,90,9.1,NG,1651330148
